Brand,Model,Battery Capacity (kWh),Efficiency (Wh/km),Top Speed (km/h),Drive Type,Vehicle Weight (kg),Motor Power (kW),Acceleration 0-100 (sec),Charging Time (hours),Range (km)
Jaguar,I-Pace HSE (v2022),93.9,204.0,171.0,FWD,2245.7,266.5,9.5,4.0,440.3
BMW,i7 xDrive60 (v2022),79.6,233.2,188.9,AWD,2438.0,349.5,7.8,4.3,328.7
Volvo,EX30 Single Motor (v2021),98.3,222.2,160.5,RWD,2504.6,247.7,8.2,2.2,418.4
Audi,e-tron S (v2021),97.2,208.4,198.0,FWD,2396.6,427.5,6.9,2.9,456.0
Volkswagen,ID.3 Pro S (v2024),84.6,228.0,183.4,RWD,2251.2,327.5,8.0,4.0,337.5
Chevrolet,Bolt EV (v2021),79.5,212.1,157.2,FWD,2241.6,177.5,9.8,7.2,362.5
Hyundai,Kona Electric 39kWh (v2025),61.8,180.2,168.4,RWD,1735.2,255.6,9.2,3.1,329.3
Mercedes,EQS 450+ (v2023),80.6,196.5,172.3,FWD,2063.8,264.4,8.9,2.5,366.3
Ford,Mustang Mach-E GT (v2022),80.6,223.1,163.3,RWD,2354.0,218.3,9.1,4.6,335.3
Rivian,R1T Quad Motor (v2024),71.2,223.4,181.5,AWD,2266.1,356.5,8.0,2.6,294.1
Volkswagen,ID.5 Pro (v2024),104.0,226.7,191.3,RWD,2405.2,379.6,7.4,4.7,420.5
Hyundai,Ioniq 6 Standard (v2023),104.4,223.3,173.2,AWD,2565.7,253.5,9.4,2.9,412.2
Chevrolet,Blazer EV RS (v2023),57.5,193.8,175.7,FWD,2054.0,253.3,8.8,4.6,285.7
Volkswagen,ID.7 Pro (v2025),106.6,227.8,167.9,RWD,2473.9,254.3,8.5,3.8,444.9
Honda,e:Ny1 (v2022),62.7,207.9,163.7,FWD,1823.6,200.5,9.7,3.2,284.2
Lucid,Air Grand Touring (v2024),131.3,259.1,235.5,AWD,2946.8,618.4,4.7,10.0,455.7
MG,MG5 EV (v2024),37.5,194.0,144.5,AWD,1593.3,108.9,11.0,2.4,179.0
Chevrolet,Equinox EV (v2022),106.7,231.3,203.2,RWD,2627.3,429.8,7.2,2.4,435.0
Toyota,bZ3 (v2025),72.0,216.0,178.7,AWD,2079.6,300.3,8.2,3.3,307.4
MG,ZS EV Long Range (v2021),55.5,183.5,162.4,FWD,1865.4,143.4,10.7,2.7,274.6
Hyundai,Ioniq 5 N (v2022),85.0,221.2,172.1,FWD,2171.1,319.4,8.4,6.3,367.1
Hyundai,Ioniq EV (v2023),69.9,201.9,181.0,AWD,1937.8,305.3,8.7,1.9,332.7
Porsche,Taycan Turbo S (v2021),133.5,275.0,268.8,AWD,2966.1,880.0,2.1,4.0,437.7
Nissan,Leaf 40kWh (v2022),72.4,219.5,149.6,AWD,2019.4,175.1,9.2,4.9,306.8
Nissan,Townstar EV (v2024),70.8,213.5,160.0,RWD,2144.1,192.6,9.5,3.4,292.2
BYD,Song Plus EV (v2023),57.5,213.2,171.1,AWD,1995.7,210.2,9.6,1.8,238.8
Volvo,EX90 Twin Motor (v2022),86.8,219.9,191.4,RWD,2352.5,369.7,7.4,2.2,371.4
Volvo,XC40 Recharge (v2022),92.3,224.8,182.6,AWD,2238.1,323.0,8.5,4.4,372.6
Lucid,Air Touring (v2023),124.4,264.0,264.7,RWD,2843.5,880.0,2.1,5.6,420.3
BYD,Seal RWD (v2021),51.4,223.3,150.2,AWD,2031.7,117.6,11.0,2.0,207.8
MG,MG4 EV XPOWER (v2022),51.4,195.6,159.9,FWD,1919.8,195.4,9.7,2.9,237.3
BYD,Dolphin Extended (v2024),52.7,188.3,159.1,FWD,1798.7,164.3,9.9,2.3,259.5
BMW,iX1 xDrive30 (v2025),60.6,191.3,173.8,RWD,2026.5,241.2,9.4,2.4,301.1
Tesla,Cybertruck Dual (v2025),118.0,242.3,228.4,AWD,2672.7,622.4,4.8,3.5,453.6
Volvo,XC40 Recharge (v2024),67.4,223.2,166.4,AWD,2016.2,240.1,9.5,3.7,288.2
Mercedes,EQE 350+ (v2025),59.0,202.1,169.0,AWD,2053.0,263.6,9.3,3.3,260.2
Toyota,bZ4X AWD (v2024),97.3,220.4,189.4,RWD,2410.9,400.0,6.8,3.2,415.5
BYD,Han EV (v2023),52.8,194.5,163.1,RWD,1826.2,204.7,9.8,1.8,261.4
Hyundai,Ioniq EV (v2021),86.5,209.0,173.7,FWD,2085.5,297.9,8.3,6.1,393.5
Ford,Mustang Mach-E ER (v2023),59.1,193.5,159.4,FWD,1991.2,203.4,9.3,1.5,274.1
Kia,EV6 GT-Line (v2024),80.0,224.8,185.4,AWD,2168.6,285.0,8.1,3.5,346.7
Hyundai,Kona Electric 39kWh (v2022),102.7,219.7,199.3,RWD,2487.1,396.7,7.8,9.5,458.2
Chevrolet,Bolt EUV (v2021),71.1,189.0,159.7,RWD,1935.5,209.5,9.6,3.0,334.8
MG,MG4 EV Standard (v2025),73.2,200.9,174.6,RWD,1923.9,304.1,8.6,2.6,328.6
Polestar,Polestar 2 Performance (v2025),108.8,239.0,172.6,AWD,2628.2,269.1,8.7,2.6,409.3
Volkswagen,ID. Buzz Pro (v2025),67.0,194.1,168.5,FWD,1847.7,240.6,9.1,3.8,312.8
MG,MG4 EV XPOWER (v2025),49.0,186.2,150.3,FWD,1704.7,138.2,10.4,3.0,240.0
BMW,i7 xDrive60 (v2022),69.1,192.5,169.6,FWD,1893.0,197.4,9.6,2.1,332.9
Volvo,EX30 Single Motor (v2022),88.4,198.5,174.5,RWD,2118.5,326.3,8.5,3.2,422.0
Chevrolet,Blazer EV RS (v2024),83.6,208.1,176.8,FWD,2108.4,312.6,8.5,4.1,390.2
Toyota,bZ4X AWD (v2023),46.7,197.1,154.2,RWD,1631.8,139.2,10.4,2.4,228.6
Volkswagen,ID.3 Pro S (v2022),77.7,214.6,159.2,RWD,2290.2,222.6,9.7,3.1,347.0
Polestar,Polestar 2 Performance (v2025),95.0,234.6,189.2,AWD,2529.5,382.0,7.8,3.0,358.9
BMW,i5 eDrive40 (v2021),84.3,223.5,177.6,AWD,2418.2,268.9,8.7,4.3,345.6
BYD,Han EV (v2023),108.8,216.1,210.5,FWD,2381.5,468.0,6.8,3.1,466.0
Audi,Q4 50 e-tron (v2023),98.3,225.7,169.2,RWD,2539.5,240.3,9.1,5.7,383.7
Honda,Prologue Touring (v2023),41.9,190.7,145.8,RWD,1625.5,120.3,10.9,1.6,207.6
Volvo,C40 Recharge (v2024),92.2,221.5,181.1,RWD,2118.2,315.4,8.1,2.8,368.5
Polestar,Polestar 3 Long Range (v2025),58.0,196.2,161.7,RWD,2025.0,221.5,9.4,2.4,278.6
Volvo,XC40 Recharge (v2021),48.3,210.4,160.7,AWD,1951.6,178.3,9.8,4.1,215.3
Audi,Q8 50 e-tron (v2023),90.8,210.0,193.2,FWD,2381.7,385.0,7.5,3.9,409.0
Mercedes,EQB 300 (v2021),72.8,200.0,162.6,FWD,2124.2,224.9,8.6,3.8,344.5
Volkswagen,ID. Buzz Pro (v2024),48.4,193.9,155.0,AWD,1950.5,154.6,10.2,1.7,221.7
BYD,Seal RWD (v2022),45.0,205.6,163.9,FWD,1659.4,194.3,10.2,1.7,211.4
MG,Cyberster RWD (v2025),40.6,190.2,151.5,AWD,1733.8,150.9,10.8,1.8,205.3
Mercedes,EQC 400 (v2024),104.9,216.9,174.8,RWD,2277.6,298.4,8.6,3.7,426.9
Audi,Q8 50 e-tron (v2022),77.4,223.3,182.6,AWD,2311.4,345.5,7.9,2.9,320.1
Mercedes,EQS SUV 450 (v2021),86.0,223.9,174.5,FWD,2337.1,339.9,8.3,3.9,371.9
Lucid,Air Pure (v2023),91.3,247.5,198.2,AWD,2544.0,427.5,6.9,2.8,327.4
Audi,Q6 e-tron (v2023),91.7,199.2,177.6,RWD,2112.9,320.7,8.1,3.0,419.6
MG,MG5 EV (v2021),53.4,183.2,170.7,FWD,1660.8,239.4,9.3,1.5,280.5
Volkswagen,ID.5 Pro (v2021),65.3,198.6,166.3,AWD,2107.5,235.1,8.9,3.1,312.2
BMW,i4 M50 (v2024),63.2,196.9,161.1,AWD,2058.9,146.3,10.2,2.8,307.5
Ford,E-Transit (v2023),92.8,209.5,194.1,FWD,2128.0,382.8,7.4,4.1,402.8
Volvo,EX30 Twin Motor (v2021),66.2,206.1,164.7,RWD,2043.3,262.2,8.7,2.3,282.7
Ford,F-150 Lightning Extended (v2022),98.4,213.1,173.4,RWD,2335.4,261.2,9.3,3.5,435.8
Hyundai,Ioniq 6 Standard (v2025),47.3,166.8,148.8,RWD,1896.9,121.9,10.4,1.6,258.1
Lucid,Air Touring (v2023),66.5,201.9,180.8,RWD,2092.6,300.8,8.3,2.4,300.8
Polestar,Polestar 3 Long Range (v2023),56.1,196.0,174.0,FWD,1840.3,238.7,8.7,1.8,266.9
Ford,E-Transit (v2025),98.3,213.9,175.4,AWD,2324.2,283.2,8.3,3.3,416.7
BMW,i4 M50 (v2024),50.5,203.9,160.9,FWD,1863.8,196.7,9.6,3.4,239.4
Mercedes,EQE 500 (v2023),89.3,226.1,166.4,AWD,2459.8,236.5,9.4,2.9,359.4
Ford,Mustang Mach-E ER (v2024),60.5,193.7,162.6,RWD,2093.8,211.6,9.7,4.0,285.0
Polestar,Polestar 2 Performance (v2025),102.8,230.8,200.9,RWD,2257.5,420.9,6.8,4.8,418.9
BMW,i5 M60 (v2021),87.0,220.7,187.4,AWD,2149.4,364.0,7.8,2.6,380.8
Rivian,R1S Quad Motor (v2021),79.4,223.8,214.6,AWD,2171.1,568.5,5.0,6.5,345.6
Honda,e (v2025),73.4,219.0,162.6,AWD,2039.3,232.6,9.1,7.4,306.4
Tesla,Model S Plaid (v2022),125.7,239.2,219.2,AWD,2630.7,552.3,5.5,7.1,470.4
Jaguar,I-Pace EV400 (v2022),92.1,208.3,170.5,RWD,2403.3,210.5,9.6,2.9,429.2
BYD,Tang EV (v2024),61.3,212.5,164.2,AWD,2143.6,182.2,9.5,4.4,266.7
Hyundai,Ioniq 5 N (v2022),92.0,193.0,187.3,RWD,2324.2,372.4,7.4,5.3,451.4
Lucid,Air Grand Touring (v2023),61.9,202.7,169.3,RWD,2068.8,221.6,9.4,2.2,292.1
Nissan,Townstar EV (v2023),55.7,200.3,155.3,FWD,1823.5,162.3,9.8,3.0,246.2
Polestar,Polestar 2 Long Range (v2022),77.9,212.8,179.5,RWD,2184.2,306.8,8.6,2.5,337.2
Toyota,bZ4X FWD (v2023),71.0,202.9,161.9,FWD,2033.9,191.2,9.8,5.0,317.8
Tesla,Model S Plaid (v2021),76.8,213.9,215.8,RWD,2280.4,555.0,4.8,3.2,332.3
Nissan,Ariya e-4ORCE (v2021),49.6,178.9,151.4,FWD,1580.0,129.2,10.5,4.1,253.4
Porsche,Taycan 4S (v2022),122.3,247.2,275.0,RWD,2626.8,876.2,2.1,2.9,443.6
Kia,EV9 Light (v2024),89.3,228.3,160.8,AWD,2515.7,213.0,9.3,7.4,374.5
Volvo,XC40 Recharge (v2021),66.1,208.0,177.7,FWD,2076.1,284.0,8.2,4.5,292.4
MG,ZS EV Standard (v2022),63.1,188.5,161.2,FWD,1848.3,172.5,9.6,4.5,311.6
Kia,EV9 Light (v2025),96.4,217.8,199.6,RWD,2219.6,397.7,6.9,3.8,399.1
Audi,e-tron S (v2023),64.6,215.0,169.5,AWD,2071.7,270.6,8.8,2.9,292.3
Hyundai,Kona Electric 64kWh (v2025),77.2,227.3,157.4,AWD,2024.9,236.2,8.8,2.5,323.4
BYD,Seal RWD (v2025),56.7,196.2,152.4,AWD,1766.4,170.0,10.0,2.1,276.1
Volkswagen,ID. Buzz Pro (v2021),102.4,212.5,202.9,FWD,2499.1,442.7,7.1,5.1,449.4
Nissan,Leaf 40kWh (v2023),67.5,198.1,159.5,FWD,1998.5,154.5,10.9,2.8,302.3
Nissan,Townstar EV (v2023),63.2,205.7,172.8,RWD,2020.4,263.3,9.0,2.1,299.3
Porsche,Taycan 4S (v2024),126.5,242.3,246.5,RWD,2641.9,773.8,2.9,7.1,493.5
Nissan,Leaf e+ (v2024),70.4,196.4,163.5,FWD,1965.2,268.0,8.8,6.0,350.3
Honda,e:Ny1 (v2025),40.8,184.4,152.2,FWD,1749.3,93.6,11.0,2.8,206.9
Volvo,EX90 Twin Motor (v2023),49.4,195.8,147.4,AWD,1746.7,149.3,9.7,1.9,236.0
Nissan,Leaf 40kWh (v2024),36.8,192.1,157.0,FWD,1473.5,161.9,10.3,1.7,186.5
Jaguar,I-Pace Black (v2024),59.1,191.3,164.5,FWD,1718.5,182.7,9.7,3.8,287.6
Nissan,Ariya e-4ORCE (v2024),73.2,192.4,170.7,FWD,1893.8,263.9,9.2,3.0,342.0
BMW,i5 M60 (v2024),66.4,217.8,167.5,AWD,2055.3,226.5,9.0,3.5,285.3
Honda,Prologue Touring (v2023),59.4,199.0,156.6,FWD,1901.8,237.7,9.2,4.1,291.4
MG,MG4 EV XPOWER (v2022),62.1,199.7,170.4,RWD,1854.2,256.6,8.9,2.8,298.5
Lucid,Air Pure (v2021),129.6,275.0,263.2,AWD,2940.5,880.0,2.1,6.1,457.4
MG,ZS EV Standard (v2025),41.8,184.9,153.5,RWD,1787.5,140.3,9.7,2.5,200.8
Porsche,Macan EV Turbo (v2023),112.2,231.8,209.6,RWD,2594.2,479.0,6.6,2.5,432.2
Polestar,Polestar 4 Dual (v2023),66.7,203.0,179.4,FWD,2034.3,268.5,9.5,2.9,309.2
BYD,Song Plus EV (v2025),87.1,205.5,167.8,FWD,2261.7,268.0,9.3,3.9,379.1
Honda,Prologue EX (v2025),60.0,213.2,148.3,AWD,2026.3,150.5,10.9,3.6,255.0
Honda,e:Ny1 (v2022),51.5,180.6,168.0,FWD,1755.9,218.4,9.6,1.6,254.5
Lucid,Air Touring (v2024),62.2,221.2,191.2,AWD,1848.3,395.5,7.4,4.0,264.3
Honda,e:Ny1 (v2021),54.4,203.8,151.4,RWD,1998.5,188.8,10.0,1.8,260.6
Jaguar,I-Pace EV400 (v2022),95.3,203.5,191.7,RWD,2342.5,349.8,8.3,6.7,412.3
Toyota,bZ3 (v2022),79.0,216.6,165.9,AWD,2017.7,255.8,8.6,4.0,356.7
MG,MG5 EV (v2021),73.6,206.0,166.3,FWD,1971.8,226.9,9.5,2.5,332.9
Ford,E-Transit (v2023),92.6,206.2,158.2,RWD,2321.9,219.6,9.9,5.4,396.2
Audi,RS e-tron GT (v2023),90.2,222.2,183.2,RWD,2188.2,316.7,8.5,5.2,369.4
Rivian,R1S Quad Motor (v2022),87.0,223.6,201.9,AWD,2318.4,417.9,7.0,6.9,362.7
Polestar,Polestar 3 Long Range (v2022),73.5,196.6,175.6,FWD,1979.3,321.4,8.7,3.2,335.9
Rivian,R1T Performance (v2023),93.1,233.6,216.8,AWD,2374.3,579.6,5.0,3.2,388.0
Chevrolet,Bolt EUV (v2024),85.4,215.9,162.4,RWD,2376.9,226.9,9.3,4.4,375.8
Lucid,Air Touring (v2025),93.2,207.2,200.2,RWD,2263.4,437.6,6.4,3.9,437.4
Mercedes,EQE 500 (v2021),46.6,177.3,153.4,FWD,1588.3,114.3,10.4,2.8,239.1
Honda,e (v2022),67.8,200.3,168.9,AWD,1966.0,224.8,9.4,6.6,316.2
Toyota,bZ3 (v2025),52.6,192.3,149.4,AWD,1838.0,156.0,10.2,2.0,246.8
BMW,i5 M60 (v2021),73.4,219.6,170.8,AWD,1982.1,236.5,9.3,4.5,310.8
Rivian,R1T Dual Motor (v2024),58.6,181.0,170.5,RWD,1684.5,321.3,8.0,1.8,290.9
BMW,i4 eDrive35 (v2024),108.0,235.4,190.5,AWD,2525.1,365.5,7.4,2.9,443.4
Volvo,EX90 Performance (v2023),104.7,234.8,176.9,AWD,2600.5,244.0,9.3,3.8,414.7
Porsche,Taycan 4S (v2024),109.1,240.7,255.4,RWD,2547.9,803.1,2.4,2.8,421.8
Tesla,Model X Plaid (v2025),97.8,235.6,271.4,RWD,2480.3,834.2,2.1,8.6,377.4
Kia,Soul EV (v2022),62.6,199.1,173.9,FWD,1910.7,263.7,9.0,2.4,293.2
Audi,RS e-tron GT (v2021),97.1,223.9,172.9,FWD,2529.2,292.6,8.7,9.2,411.5
Jaguar,I-Pace Black (v2025),49.6,182.2,150.5,RWD,1741.9,139.0,9.6,1.8,245.0
Honda,e:Ny1 (v2025),48.1,189.2,144.1,FWD,1719.3,159.5,10.3,1.5,248.9
Jaguar,I-Pace Black (v2022),107.8,231.6,192.5,AWD,2490.2,409.0,7.6,5.0,417.7
Volkswagen,ID.3 Pro (v2023),63.7,179.0,165.7,FWD,1788.4,193.3,9.3,2.9,344.8
Audi,Q4 50 e-tron (v2025),45.4,177.6,149.8,FWD,1850.2,110.6,11.2,1.7,241.1
Polestar,Polestar 4 Dual (v2023),94.6,229.9,156.7,AWD,2532.5,217.8,8.9,3.3,386.5
MG,MG4 EV Standard (v2022),55.9,198.9,150.3,FWD,1855.7,149.8,10.2,3.1,263.6
Lucid,Air Sapphire (v2023),139.2,275.0,275.0,AWD,2998.8,847.5,2.1,4.6,458.0
Volvo,XC40 Recharge (v2022),65.4,200.6,174.4,FWD,2148.3,238.3,9.0,4.4,296.8
Polestar,Polestar 2 Standard (v2021),59.6,212.6,173.1,AWD,2030.6,249.0,9.3,3.8,270.5
Jaguar,I-Pace HSE (v2022),56.2,164.1,159.4,FWD,1711.4,147.8,10.5,2.6,332.5
Porsche,Macan EV Turbo (v2025),109.1,254.2,250.5,AWD,2448.5,743.0,3.3,3.6,378.6
BMW,iX M60 (v2024),45.7,201.6,159.1,RWD,1799.8,141.3,10.1,1.2,210.2
Lucid,Air Pure (v2023),114.0,221.2,203.7,AWD,2449.3,435.7,6.6,3.3,483.5
BYD,Han EV (v2023),76.0,208.8,170.6,AWD,2032.1,255.4,8.9,3.0,345.1
Tesla,Model X LR (v2023),100.9,256.8,265.3,AWD,2418.5,818.5,2.2,3.8,368.1
Nissan,Ariya 87kWh (v2024),57.8,195.8,149.1,FWD,2039.2,144.9,10.7,1.7,262.9
Lucid,Air Sapphire (v2022),77.8,205.0,187.8,RWD,2152.4,339.1,7.3,3.3,357.4
Nissan,Leaf e+ (v2021),62.2,197.1,157.3,FWD,2107.1,217.8,9.5,2.3,307.4
Jaguar,I-Pace Black (v2022),77.9,206.2,174.4,FWD,1997.9,293.5,8.5,6.6,365.8
Mercedes,EQE 500 (v2021),66.3,214.3,161.5,RWD,1907.3,203.6,9.4,6.0,292.3
Tesla,Cybertruck Tri (v2023),62.2,212.1,188.9,AWD,2184.4,313.1,8.3,2.8,262.2
Chevrolet,Bolt EUV (v2024),54.6,205.4,165.2,AWD,1996.2,225.8,9.6,1.9,237.7
BYD,Dolphin Standard (v2021),60.2,212.2,158.6,AWD,1828.2,189.4,9.7,2.5,267.0
Ford,Mustang Mach-E GT (v2021),103.0,214.6,163.4,AWD,2438.1,231.8,9.1,4.0,467.9
Mercedes,EQE 350+ (v2021),98.1,205.7,163.3,FWD,2282.2,218.2,9.2,3.5,421.3
Audi,Q4 40 e-tron (v2023),83.9,194.9,166.6,RWD,2023.1,261.4,8.7,3.1,404.6
Jaguar,I-Pace Black (v2024),99.5,196.2,172.8,FWD,2299.7,226.3,9.3,4.5,448.8
Polestar,Polestar 2 Standard (v2022),59.2,219.5,166.3,AWD,2117.0,242.5,9.5,2.5,263.0
Nissan,Townstar EV (v2024),55.4,194.4,154.1,FWD,1777.2,180.0,9.7,2.3,260.9
Chevrolet,Bolt EV (v2025),97.9,216.3,192.5,AWD,2331.3,356.0,7.6,4.3,415.5
BYD,Dolphin Standard (v2022),51.0,204.2,152.1,RWD,1969.9,190.1,10.0,1.9,237.6
BMW,iX M60 (v2021),88.6,211.9,195.0,RWD,2347.8,359.8,7.5,2.3,372.2
Honda,e (v2022),50.1,196.9,165.7,RWD,1876.8,159.7,10.2,1.5,242.9
Nissan,Ariya e-4ORCE (v2025),39.2,201.3,155.8,AWD,1635.6,161.4,9.7,3.1,174.8
BMW,i7 xDrive60 (v2023),71.2,185.4,170.3,FWD,1848.0,256.4,9.2,1.7,347.9
Chevrolet,Bolt EV (v2024),60.2,208.2,159.2,AWD,1945.2,239.5,9.7,6.2,262.7
Volvo,EX90 Twin Motor (v2024),95.8,202.5,173.7,RWD,2298.1,306.1,8.0,2.2,437.2
Nissan,Ariya 63kWh (v2021),45.9,197.4,166.8,FWD,1705.1,200.3,9.6,4.3,221.3
BYD,Seal AWD (v2022),96.1,235.6,203.8,RWD,2541.5,422.3,6.9,5.7,379.7
Audi,Q6 e-tron (v2024),101.6,214.8,188.9,FWD,2480.0,373.6,7.9,5.4,440.9
Mercedes,EQS 450+ (v2025),49.6,188.7,147.8,FWD,1588.9,113.6,10.2,2.8,245.9
Kia,EV6 GT-Line (v2024),84.0,226.4,191.4,RWD,2325.0,347.4,8.3,4.0,361.8
MG,ZS EV Standard (v2021),52.0,190.3,164.3,FWD,1989.3,213.5,9.8,2.0,260.7
Chevrolet,Equinox EV (v2025),54.3,191.3,146.1,RWD,1962.0,135.7,10.0,2.6,267.1
Polestar,Polestar 4 Dual (v2022),96.9,210.4,180.4,FWD,2359.0,299.6,8.4,3.6,416.2
Jaguar,I-Pace HSE (v2023),109.7,254.3,210.1,AWD,2800.9,491.8,6.0,7.0,386.8
Mercedes,EQS 580 (v2025),68.8,189.4,154.5,RWD,1853.8,159.6,9.9,4.6,337.9
Volvo,EX30 Twin Motor (v2024),106.6,217.4,189.4,FWD,2511.2,351.7,7.6,9.4,472.3
Polestar,Polestar 4 Dual (v2025),102.3,237.6,204.0,FWD,2548.3,442.7,6.6,5.0,388.1
MG,MG4 EV XPOWER (v2023),59.5,222.1,150.5,AWD,1895.2,162.6,10.0,2.7,252.9
Toyota,bZ4X FWD (v2024),61.2,189.0,147.6,RWD,1972.9,146.9,10.4,2.8,287.9
Kia,EV6 GT-Line (v2025),80.3,211.7,165.2,FWD,2276.0,227.6,9.5,5.6,336.7
Honda,Prologue Touring (v2023),71.0,209.8,159.7,RWD,2191.9,169.3,10.0,2.8,315.2
Hyundai,Ioniq 5 Standard (v2025),93.7,225.5,170.5,AWD,2382.6,223.6,9.7,4.4,400.6
Honda,Prologue EX (v2022),37.3,174.3,146.0,RWD,1567.1,104.5,10.6,1.1,188.9
Rivian,R1T Quad Motor (v2022),102.4,230.6,241.9,AWD,2379.7,724.7,3.6,6.2,433.6
BMW,i4 eDrive40 (v2025),97.4,210.8,179.9,RWD,2207.6,343.7,8.3,5.4,430.7
Ford,F-150 Lightning Standard (v2024),48.9,185.5,153.4,RWD,1783.3,156.1,10.2,1.3,255.4
Volvo,EX90 Twin Motor (v2021),104.0,229.4,181.3,AWD,2541.8,338.9,8.4,6.6,424.3
Chevrolet,Equinox EV (v2025),53.0,199.7,153.8,FWD,1785.2,152.2,10.3,1.8,246.6
BMW,i7 xDrive60 (v2023),54.3,183.0,150.0,FWD,1714.6,163.5,10.4,2.7,278.1
Mercedes,EQC 400 (v2022),73.3,220.9,173.6,AWD,2220.0,225.2,9.5,3.1,309.6
Rivian,R1S Quad Motor (v2021),76.4,220.3,205.2,AWD,2191.7,435.6,6.7,2.6,316.6
Audi,Q6 e-tron (v2024),52.1,192.7,157.7,FWD,1704.0,215.0,9.2,1.9,261.4
Kia,Soul EV (v2025),59.4,199.7,155.4,RWD,1945.7,189.1,10.0,3.4,274.7
Porsche,Taycan Cross Turismo (v2024),68.6,206.2,188.8,RWD,1921.2,402.3,6.9,2.4,301.7
Toyota,bZ4X AWD (v2021),74.9,187.8,174.4,FWD,2045.1,306.9,7.9,4.6,379.8
Volvo,C40 Recharge (v2024),54.3,180.4,149.6,RWD,1677.7,134.0,10.2,1.6,281.9
Audi,Q6 e-tron (v2023),64.0,205.4,167.5,FWD,2073.2,217.2,9.1,1.8,288.7
Volkswagen,ID.5 GTX (v2025),82.7,211.3,185.4,RWD,2229.6,351.4,8.2,1.9,370.0
Mercedes,EQE 500 (v2024),80.6,212.5,178.4,FWD,2267.0,250.7,9.5,3.3,356.5
Polestar,Polestar 3 Long Range (v2022),64.1,194.0,166.8,RWD,1928.2,260.1,8.7,5.7,303.4
Mercedes,EQB 300 (v2023),80.1,219.9,163.0,AWD,2168.5,216.5,9.5,2.5,348.7
Ford,F-150 Lightning Extended (v2025),56.1,189.2,152.8,RWD,1724.1,137.7,10.5,2.9,284.4
BYD,Tang EV (v2024),62.7,198.2,164.2,RWD,1843.0,146.8,10.0,2.2,303.5
MG,MG4 EV XPOWER (v2024),51.5,197.8,167.1,AWD,1948.0,210.9,10.2,3.5,242.5
Honda,Prologue Touring (v2021),48.7,184.8,161.5,RWD,1632.5,127.0,10.9,4.9,253.3
Lucid,Air Touring (v2023),106.8,229.7,201.8,AWD,2418.3,441.3,7.1,3.6,441.7
Chevrolet,Blazer EV RS (v2024),108.7,233.3,203.6,RWD,2433.3,478.1,6.5,8.5,411.2
MG,ZS EV Standard (v2024),53.7,198.4,152.2,AWD,1713.2,119.1,10.7,2.2,265.2
Rivian,R1T Performance (v2022),77.7,215.1,209.3,RWD,2260.7,498.1,6.2,8.0,353.1
Tesla,Model X Plaid (v2023),104.9,250.0,242.8,AWD,2644.2,674.2,4.1,3.1,375.6
Volvo,EX90 Performance (v2024),89.7,229.0,178.3,AWD,2289.9,347.4,7.9,3.1,368.6
Audi,Q4 50 e-tron (v2023),87.5,211.8,161.2,AWD,2332.6,214.2,10.1,2.7,373.1
BMW,iX xDrive50 (v2025),82.4,214.6,160.1,FWD,2087.8,214.0,9.2,2.9,359.1
Honda,e:Ny1 (v2024),61.6,203.3,156.4,FWD,2013.6,202.0,9.5,1.8,292.8
Chevrolet,Silverado EV WT (v2023),104.2,222.2,192.7,RWD,2548.7,390.5,7.1,2.6,422.6
BYD,Seal RWD (v2021),59.0,212.5,170.1,AWD,1938.9,261.6,8.7,2.3,253.2
Lucid,Air Sapphire (v2025),103.8,239.3,222.8,AWD,2494.7,582.6,5.0,5.0,410.8
Volkswagen,ID.7 Pro (v2022),66.3,187.3,170.1,FWD,2093.6,254.1,9.1,1.9,313.9
Jaguar,I-Pace EV400 (v2022),55.6,183.9,160.4,RWD,1672.5,192.9,9.4,2.1,273.8
Rivian,R1S Dual Motor (v2023),108.7,254.3,240.0,AWD,2485.0,694.7,4.2,3.7,394.0
Polestar,Polestar 2 Standard (v2022),50.7,197.5,172.9,AWD,1883.8,216.6,9.7,1.6,228.2
Mercedes,EQG 580 (v2022),97.1,214.1,172.3,RWD,2248.5,302.7,8.0,2.6,401.9
Polestar,Polestar 2 Long Range (v2024),75.6,199.8,169.6,FWD,2162.8,278.0,8.8,3.5,363.5
Toyota,bZ4X FWD (v2025),57.3,200.4,154.3,AWD,1887.2,172.1,9.3,2.4,257.8
Honda,e (v2022),42.9,172.5,154.5,RWD,1629.2,167.6,9.6,1.5,226.1
Porsche,Taycan Base (v2023),88.1,227.9,199.5,AWD,2368.7,435.9,6.2,2.4,362.9
Toyota,bZ4X FWD (v2024),76.2,193.6,167.6,FWD,1980.8,255.3,9.1,2.6,381.2
Jaguar,I-Pace EV400 (v2024),104.0,200.8,171.7,FWD,2263.9,238.1,9.2,7.8,500.7
Polestar,Polestar 4 Dual (v2025),64.4,202.4,164.2,AWD,2057.3,215.0,9.4,3.8,304.2
Ford,Mustang Mach-E SR (v2023),80.5,199.8,171.7,FWD,1990.7,259.0,9.0,3.8,354.9
Tesla,Model Y Performance (v2023),76.7,204.0,178.7,AWD,2079.6,268.3,8.9,4.0,351.4
Audi,e-tron GT (v2021),46.0,205.7,165.4,AWD,1633.5,197.7,9.4,2.3,197.4
Jaguar,I-Pace EV400 (v2022),52.4,210.1,147.7,AWD,2093.3,159.0,10.3,2.6,235.9
